,start_time,end_time,duration_seconds,table_name,number_of_rows,byte_size
0,2024-02-27 01:57:20,2024-02-27 01:57:21,1.0721778869628906,food_inventory_copy,22469,1258264
1,2024-02-27 01:57:21,2024-02-27 01:57:57,36.525670289993286,sales_by_store_copy,482012,102186544
2,2024-02-27 01:57:58,2024-02-27 01:57:58,0.07265233993530273,store_lookup_copy,4,1843
3,2024-02-27 01:57:58,2024-02-27 01:57:58,0.204787015914917,customer_lookup_copy,2251,695578
4,2024-02-27 01:57:58,2024-02-27 01:57:58,0.053078413009643555,employee_lookup_copy,55,14141
5,2024-02-27 01:57:58,2024-02-27 01:57:58,0.12486648559570312,product_lookup_copy,86,55152
